,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius,BanyakKotaRawan
4252,Jakarta Barat,Siang,Cerah Berawan,55-80,24-33,17
4253,Jakarta Timur,Siang,Cerah Berawan,55-80,24-33,23
4254,Jakarta Utara,Pagi,Berawan,55-80,24-33,15
4255,Jakarta Pusat,Pagi,Berawan,55-80,24-33,2
4256,Kepulauan Seribu,Pagi,Berawan,55-80,24-33,0
4257,Jakarta Selatan,Pagi,Berawan,55-80,24-33,25
4258,Jakarta Barat,Pagi,Berawan Tebal,55-80,24-33,17
4259,Jakarta Timur,Pagi,Berawan,55-80,24-33,23
4260,Jakarta Selatan,Malam,Cerah Berawan,55-85,23-34,25
4261,Kepulauan Seribu,Malam,Cerah Berawan,55-85,23-34,0
4262,Jakarta Pusat,Malam,Cerah Berawan,55-85,23-34,2
4263,Jakarta Utara,Malam,Cerah Berawan,55-85,23-34,15
4264,Jakarta Timur,Dini Hari,Cerah Berawan,55-85,23-34,23
4265,Jakarta Utara,Dini Hari,Cerah Berawan,55-85,23-34,15
4266,Jakarta Selatan,Dini Hari,Cerah Berawan,55-85,23-34,25
4267,Kepulauan Seribu,Dini Hari,Cerah Berawan,55-85,23-34,0
4268,Jakarta Pusat,Dini Hari,Cerah Berawan,55-85,23-34,2
4269,Jakarta Barat,Malam,Cerah Berawan,55-85,23-34,17
4270,Jakarta Barat,Dini Hari,Cerah Berawan,55-85,23-34,17
4271,Jakarta Timur,Malam,Cerah Berawan,55-85,23-34,23
4272,Jakarta Utara,Siang,Cerah Berawan,55-85,23-34,15
4273,Jakarta Pusat,Siang,Cerah Berawan,55-85,23-34,2
4274,Jakarta Barat,Pagi,Cerah Berawan,55-85,23-34,17
4275,Jakarta Selatan,Pagi,Cerah Berawan,55-85,23-34,25
4276,Kepulauan Seribu,Pagi,Cerah Berawan,55-85,23-34,0
4277,Jakarta Pusat,Pagi,Cerah Berawan,55-85,23-34,2
4278,Jakarta Timur,Pagi,Cerah Berawan,55-85,23-34,23
4279,Jakarta Timur,Siang,Cerah Berawan,55-85,23-34,23
4280,Jakarta Barat,Siang,Cerah Berawan,55-85,23-34,17
4281,Jakarta Selatan,Siang,Cerah Berawan,55-85,23-34,25
4282,Kepulauan Seribu,Siang,Cerah Berawan,55-85,23-34,0
4283,Jakarta Utara,Pagi,Cerah Berawan,55-85,23-34,15
4284,Jakarta Barat,Malam,Berawan,65-90,25-33,17
4285,Jakarta Pusat,Dini Hari,Berawan Tebal,65-90,25-33,2
4286,Kepulauan Seribu,Dini Hari,Hujan Lokal,65-90,25-33,0
4287,Jakarta Selatan,Dini Hari,Berawan Tebal,65-90,25-33,25
4288,Jakarta Barat,Dini Hari,Berawan Tebal,65-90,25-33,17
4289,Jakarta Timur,Dini Hari,Berawan Tebal,65-90,25-33,23
4290,Jakarta Utara,Malam,Berawan,65-90,25-33,15
4291,Jakarta Pusat,Malam,Berawan,65-90,25-33,2
4292,Kepulauan Seribu,Malam,Hujan Ringan,65-90,25-33,0
4293,Jakarta Selatan,Malam,Berawan,65-90,25-33,25
4294,Jakarta Timur,Malam,Berawan,65-90,25-33,23
4295,Jakarta Utara,Dini Hari,Berawan Tebal,65-90,25-33,15
4296,Jakarta Pusat,Siang,Hujan Lokal,65-90,25-33,2
4297,Jakarta Timur,Pagi,Hujan Lokal,65-90,25-33,23
4298,Jakarta Barat,Pagi,Berawan Tebal,65-90,25-33,17
4299,Jakarta Selatan,Pagi,Hujan Lokal,65-90,25-33,25
4300,Kepulauan Seribu,Pagi,Berawan Tebal,65-90,25-33,0
4301,Jakarta Pusat,Pagi,Berawan Tebal,65-90,25-33,2
4302,Jakarta Utara,Siang,Berawan Tebal,65-90,25-33,15
4303,Jakarta Timur,Siang,Hujan Lokal,65-90,25-33,23
4304,Jakarta Barat,Siang,Hujan Lokal,65-90,25-33,17
4305,Jakarta Selatan,Siang,Hujan Lokal,65-90,25-33,25
4306,Kepulauan Seribu,Siang,Berawan Tebal,65-90,25-33,0
4307,Jakarta Utara,Pagi,Berawan Tebal,65-90,25-33,15
4308,Jakarta Selatan,Malam,Hujan Lokal,60-90,25-32,25
4309,Kepulauan Seribu,Malam,Hujan Petir,60-90,25-32,0
4310,Jakarta Pusat,Malam,Hujan Lokal,60-90,25-32,2
4311,Jakarta Utara,Malam,Hujan Lokal,60-90,25-32,15
4312,Jakarta Timur,Dini Hari,Cerah,60-90,25-32,23
4313,Jakarta Selatan,Dini Hari,Cerah,60-90,25-32,25
4314,Kepulauan Seribu,Dini Hari,Cerah,60-90,25-32,0
4315,Jakarta Pusat,Dini Hari,Cerah,60-90,25-32,2
4316,Jakarta Utara,Dini Hari,Cerah,60-90,25-32,15
4317,Jakarta Barat,Malam,Hujan Lokal,60-90,25-32,17
4318,Jakarta Barat,Dini Hari,Cerah,60-90,25-32,17
4319,Jakarta Timur,Malam,Hujan Lokal,60-90,25-32,23
4320,Jakarta Utara,Siang,Hujan Lokal,60-90,25-32,15
4321,Jakarta Pusat,Siang,Hujan Lokal,60-90,25-32,2
4322,Kepulauan Seribu,Siang,Hujan Lokal,60-90,25-32,0
4323,Jakarta Selatan,Siang,Hujan Lokal,60-90,25-32,25
4324,Jakarta Barat,Siang,Hujan Lokal,60-90,25-32,17
4325,Jakarta Timur,Siang,Hujan Lokal,60-90,25-32,23
4326,Jakarta Utara,Pagi,Berawan Tebal,60-90,25-32,15
4327,Jakarta Pusat,Pagi,Berawan Tebal,60-90,25-32,2
4328,Kepulauan Seribu,Pagi,Berawan,60-90,25-32,0
4329,Jakarta Selatan,Pagi,Berawan Tebal,60-90,25-32,25
4330,Jakarta Barat,Pagi,Berawan Tebal,60-90,25-32,17
4331,Jakarta Timur,Pagi,Berawan Tebal,60-90,25-32,23
4332,Jakarta Selatan,Malam,Berawan,65-90,25-33,25
4333,Kepulauan Seribu,Malam,Hujan Ringan,65-90,25-33,0
4334,Jakarta Pusat,Malam,Berawan,65-90,25-33,2
4335,Jakarta Utara,Malam,Berawan,65-90,25-33,15
4336,Jakarta Timur,Dini Hari,Berawan Tebal,65-90,25-33,23
4337,Jakarta Utara,Dini Hari,Berawan Tebal,65-90,25-33,15
4338,Jakarta Selatan,Dini Hari,Berawan Tebal,65-90,25-33,25
4339,Kepulauan Seribu,Dini Hari,Hujan Lokal,65-90,25-33,0
4340,Jakarta Pusat,Dini Hari,Berawan Tebal,65-90,25-33,2
4341,Jakarta Barat,Malam,Berawan,65-90,25-33,17
4342,Jakarta Barat,Dini Hari,Berawan Tebal,65-90,25-33,17
4343,Jakarta Timur,Malam,Berawan,65-90,25-33,23
4344,Jakarta Utara,Siang,Berawan Tebal,65-90,25-33,15
4345,Jakarta Pusat,Siang,Hujan Lokal,65-90,25-33,2
4346,Jakarta Barat,Pagi,Berawan Tebal,65-90,25-33,17
4347,Jakarta Selatan,Pagi,Hujan Lokal,65-90,25-33,25
4348,Kepulauan Seribu,Pagi,Berawan Tebal,65-90,25-33,0
4349,Jakarta Pusat,Pagi,Berawan Tebal,65-90,25-33,2
4350,Jakarta Timur,Pagi,Hujan Lokal,65-90,25-33,23
4351,Jakarta Timur,Siang,Hujan Lokal,65-90,25-33,23
4352,Jakarta Barat,Siang,Hujan Lokal,65-90,25-33,17
4353,Jakarta Selatan,Siang,Hujan Lokal,65-90,25-33,25
4354,Kepulauan Seribu,Siang,Berawan Tebal,65-90,25-33,0
4355,Jakarta Utara,Pagi,Berawan Tebal,65-90,25-33,15
4356,Jakarta Selatan,Malam,Berawan,60-85,24-33,25
4357,Jakarta Utara,Dini Hari,Cerah Berawan,60-85,24-33,15
4358,Jakarta Pusat,Dini Hari,Cerah Berawan,60-85,24-33,2
4359,Kepulauan Seribu,Dini Hari,Cerah Berawan,60-85,24-33,0
4360,Jakarta Selatan,Dini Hari,Cerah Berawan,60-85,24-33,25
4361,Jakarta Barat,Dini Hari,Cerah Berawan,60-85,24-33,17
4362,Jakarta Timur,Dini Hari,Cerah Berawan,60-85,24-33,23
4363,Jakarta Utara,Malam,Berawan,60-85,24-33,15
4364,Jakarta Pusat,Malam,Berawan,60-85,24-33,2
4365,Kepulauan Seribu,Malam,Berawan,60-85,24-33,0
4366,Jakarta Barat,Malam,Berawan,60-85,24-33,17
4367,Jakarta Timur,Malam,Berawan,60-85,24-33,23
4368,Jakarta Timur,Pagi,Cerah Berawan,60-85,24-33,23
4369,Jakarta Utara,Siang,Cerah Berawan,60-85,24-33,15
4370,Jakarta Barat,Pagi,Berawan,60-85,24-33,17
4371,Jakarta Selatan,Pagi,Hujan Ringan,60-85,24-33,25
4372,Jakarta Pusat,Pagi,Cerah Berawan,60-85,24-33,2
4373,Jakarta Utara,Pagi,Cerah Berawan,60-85,24-33,15
4374,Kepulauan Seribu,Pagi,Cerah Berawan,60-85,24-33,0
4375,Jakarta Barat,Siang,Berawan Tebal,60-85,24-33,17
4376,Jakarta Selatan,Siang,Berawan,60-85,24-33,25
4377,Kepulauan Seribu,Siang,Berawan,60-85,24-33,0
4378,Jakarta Pusat,Siang,Cerah Berawan,60-85,24-33,2
4379,Jakarta Timur,Siang,Berawan,60-85,24-33,23
4380,Jakarta Utara,Malam,Cerah Berawan,75-85,25-32,15
4381,Jakarta Selatan,Malam,Berawan,75-85,25-32,25
4382,Kepulauan Seribu,Malam,Hujan Lokal,75-85,25-32,0
4383,Jakarta Pusat,Malam,Cerah Berawan,75-85,25-32,2
4384,Jakarta Timur,Dini Hari,Cerah Berawan,75-85,25-32,23
4385,Jakarta Barat,Malam,Cerah Berawan,75-85,25-32,17
4386,Jakarta Selatan,Dini Hari,Cerah Berawan,75-85,25-32,25
4387,Kepulauan Seribu,Dini Hari,Cerah Berawan,75-85,25-32,0
4388,Jakarta Pusat,Dini Hari,Cerah Berawan,75-85,25-32,2
4389,Jakarta Utara,Dini Hari,Cerah Berawan,75-85,25-32,15
4390,Jakarta Barat,Dini Hari,Cerah,75-85,25-32,17
4391,Jakarta Timur,Malam,Berawan,75-85,25-32,23
4392,Jakarta Utara,Siang,Cerah,75-85,25-32,15
4393,Jakarta Pusat,Siang,Cerah,75-85,25-32,2
4394,Jakarta Barat,Pagi,Cerah Berawan,75-85,25-32,17
4395,Jakarta Selatan,Pagi,Cerah Berawan,75-85,25-32,25
4396,Kepulauan Seribu,Pagi,Cerah,75-85,25-32,0
4397,Jakarta Pusat,Pagi,Cerah,75-85,25-32,2
4398,Jakarta Timur,Pagi,Cerah Berawan,75-85,25-32,23
4399,Jakarta Timur,Siang,Berawan,75-85,25-32,23
4400,Jakarta Barat,Siang,Berawan,75-85,25-32,17
4401,Jakarta Selatan,Siang,Berawan,75-85,25-32,25
4402,Kepulauan Seribu,Siang,Cerah,75-85,25-32,0
4403,Jakarta Utara,Pagi,Cerah,75-85,25-32,15
4404,Jakarta Selatan,Malam,Berawan,75-95,24-33,25
4405,Jakarta Utara,Dini Hari,Berawan Tebal,75-95,24-33,15
4406,Jakarta Pusat,Dini Hari,Berawan Tebal,75-95,24-33,2
4407,Kepulauan Seribu,Dini Hari,Berawan Tebal,75-95,24-33,0
4408,Jakarta Selatan,Dini Hari,Berawan Tebal,75-95,24-33,25
4409,Jakarta Barat,Dini Hari,Berawan,75-95,24-33,17
4410,Jakarta Timur,Dini Hari,Berawan Tebal,75-95,24-33,23
4411,Jakarta Utara,Malam,Berawan Tebal,75-95,24-33,15
4412,Jakarta Pusat,Malam,Berawan Tebal,75-95,24-33,2
4413,Kepulauan Seribu,Malam,Berawan Tebal,75-95,24-33,0
4414,Jakarta Barat,Malam,Berawan,75-95,24-33,17
4415,Jakarta Timur,Malam,Berawan,75-95,24-33,23
4416,Jakarta Timur,Pagi,Hujan Petir,75-95,24-33,23
4417,Jakarta Utara,Siang,Berawan Tebal,75-95,24-33,15
4418,Jakarta Barat,Pagi,Hujan Lokal,75-95,24-33,17
4419,Jakarta Selatan,Pagi,Hujan Petir,75-95,24-33,25
4420,Jakarta Pusat,Pagi,Hujan Lokal,75-95,24-33,2
4421,Jakarta Utara,Pagi,Berawan Tebal,75-95,24-33,15
4422,Kepulauan Seribu,Pagi,Cerah Berawan,75-95,24-33,0
4423,Jakarta Barat,Siang,Berawan Tebal,75-95,24-33,17
4424,Jakarta Selatan,Siang,Hujan Lokal,75-95,24-33,25
4425,Kepulauan Seribu,Siang,Berawan,75-95,24-33,0
4426,Jakarta Pusat,Siang,Berawan Tebal,75-95,24-33,2
4427,Jakarta Timur,Siang,Berawan Tebal,75-95,24-33,23
4428,Jakarta Utara,Malam,Berawan,60-85,24-33,15
4429,Jakarta Selatan,Malam,Berawan,60-85,24-33,25
4430,Kepulauan Seribu,Malam,Hujan Lokal,60-85,24-33,0
4431,Jakarta Pusat,Malam,Berawan,60-85,24-33,2
4432,Jakarta Timur,Dini Hari,Berawan,60-85,24-33,23
4433,Jakarta Barat,Malam,Berawan,60-85,24-33,17
4434,Jakarta Selatan,Dini Hari,Berawan,60-85,24-33,25
4435,Kepulauan Seribu,Dini Hari,Hujan Lokal,60-85,24-33,0
4436,Jakarta Pusat,Dini Hari,Berawan,60-85,24-33,2
4437,Jakarta Utara,Dini Hari,Berawan,60-85,24-33,15
4438,Jakarta Barat,Dini Hari,Berawan,60-85,24-33,17
4439,Jakarta Timur,Malam,Berawan,60-85,24-33,23
4440,Jakarta Utara,Siang,Berawan,60-85,24-33,15
4441,Jakarta Pusat,Siang,Berawan,60-85,24-33,2
4442,Kepulauan Seribu,Siang,Berawan Tebal,60-85,24-33,0
4443,Jakarta Selatan,Siang,Hujan Ringan,60-85,24-33,25
4444,Jakarta Barat,Siang,Berawan,60-85,24-33,17
4445,Jakarta Timur,Siang,Berawan,60-85,24-33,23
4446,Jakarta Utara,Pagi,Berawan,60-85,24-33,15
4447,Jakarta Pusat,Pagi,Berawan,60-85,24-33,2
4448,Kepulauan Seribu,Pagi,Berawan,60-85,24-33,0
4449,Jakarta Selatan,Pagi,Hujan Sedang,60-85,24-33,25
4450,Jakarta Barat,Pagi,Hujan Lokal,60-85,24-33,17
4451,Jakarta Timur,Pagi,Hujan Sedang,60-85,24-33,23
4452,Jakarta Selatan,Malam,Berawan Tebal,55-85,23-33,25
4453,Kepulauan Seribu,Malam,Hujan Ringan,55-85,23-33,0
4454,Jakarta Pusat,Malam,Berawan,55-85,23-33,2
4455,Jakarta Utara,Malam,Berawan,55-85,23-33,15
4456,Jakarta Timur,Dini Hari,Cerah Berawan,55-85,23-33,23
4457,Jakarta Utara,Dini Hari,Berawan,55-85,23-33,15
4458,Jakarta Selatan,Dini Hari,Cerah Berawan,55-85,23-33,25
4459,Kepulauan Seribu,Dini Hari,Berawan,55-85,23-33,0
4460,Jakarta Pusat,Dini Hari,Cerah Berawan,55-85,23-33,2
4461,Jakarta Barat,Malam,Berawan,55-85,23-33,17
4462,Jakarta Barat,Dini Hari,Cerah Berawan,55-85,23-33,17
4463,Jakarta Timur,Malam,Berawan Tebal,55-85,23-33,23
4464,Jakarta Utara,Siang,Berawan,55-85,23-33,15
4465,Jakarta Pusat,Siang,Berawan,55-85,23-33,2
4466,Jakarta Barat,Pagi,Hujan Lokal,55-85,23-33,17
4467,Jakarta Selatan,Pagi,Hujan Lokal,55-85,23-33,25
4468,Kepulauan Seribu,Pagi,Cerah Berawan,55-85,23-33,0
4469,Jakarta Pusat,Pagi,Hujan Ringan,55-85,23-33,2
4470,Jakarta Timur,Pagi,Hujan Lokal,55-85,23-33,23
4471,Jakarta Timur,Siang,Hujan Ringan,55-85,23-33,23
4472,Jakarta Barat,Siang,Berawan Tebal,55-85,23-33,17
4473,Jakarta Selatan,Siang,Hujan Ringan,55-85,23-33,25
4474,Kepulauan Seribu,Siang,Berawan,55-85,23-33,0
4475,Jakarta Utara,Pagi,Cerah Berawan,55-85,23-33,15
4476,Jakarta Barat,Malam,Cerah Berawan,65-80,24-32,17
4477,Jakarta Pusat,Dini Hari,Cerah,65-80,24-32,2
4478,Kepulauan Seribu,Dini Hari,Cerah Berawan,65-80,24-32,0
4479,Jakarta Selatan,Dini Hari,Cerah,65-80,24-32,25
4480,Jakarta Barat,Dini Hari,Cerah,65-80,24-32,17
4481,Jakarta Timur,Dini Hari,Cerah,65-80,24-32,23
4482,Jakarta Utara,Malam,Cerah Berawan,65-80,24-32,15
4483,Jakarta Pusat,Malam,Cerah Berawan,65-80,24-32,2
4484,Kepulauan Seribu,Malam,Hujan Ringan,65-80,24-32,0
4485,Jakarta Selatan,Malam,Cerah Berawan,65-80,24-32,25
4486,Jakarta Timur,Malam,Cerah Berawan,65-80,24-32,23
4487,Jakarta Utara,Dini Hari,Cerah,65-80,24-32,15
4488,Jakarta Pusat,Siang,Cerah Berawan,65-80,24-32,2
4489,Jakarta Timur,Pagi,Hujan Ringan,65-80,24-32,23
4490,Jakarta Barat,Pagi,Hujan Ringan,65-80,24-32,17
4491,Jakarta Selatan,Pagi,Hujan Ringan,65-80,24-32,25
4492,Kepulauan Seribu,Pagi,Cerah Berawan,65-80,24-32,0
4493,Jakarta Pusat,Pagi,Hujan Ringan,65-80,24-32,2
4494,Jakarta Utara,Siang,Cerah Berawan,65-80,24-32,15
4495,Jakarta Timur,Siang,Cerah Berawan,65-80,24-32,23
4496,Jakarta Barat,Siang,Cerah Berawan,65-80,24-32,17
4497,Jakarta Selatan,Siang,Cerah Berawan,65-80,24-32,25
4498,Kepulauan Seribu,Siang,Cerah Berawan,65-80,24-32,0
4499,Jakarta Utara,Pagi,Cerah Berawan,65-80,24-32,15
4500,Jakarta Selatan,Malam,Berawan,55-75,24-33,25
4501,Kepulauan Seribu,Malam,Berawan,55-75,24-33,0
4502,Jakarta Pusat,Malam,Berawan,55-75,24-33,2
4503,Jakarta Utara,Malam,Berawan,55-75,24-33,15
4504,Jakarta Timur,Dini Hari,Cerah,55-75,24-33,23
4505,Jakarta Selatan,Dini Hari,Cerah,55-75,24-33,25
4506,Kepulauan Seribu,Dini Hari,Cerah,55-75,24-33,0
4507,Jakarta Pusat,Dini Hari,Cerah,55-75,24-33,2
4508,Jakarta Utara,Dini Hari,Cerah,55-75,24-33,15
4509,Jakarta Barat,Malam,Cerah Berawan,55-75,24-33,17
4510,Jakarta Barat,Dini Hari,Cerah,55-75,24-33,17
4511,Jakarta Timur,Malam,Berawan,55-75,24-33,23
4512,Jakarta Utara,Siang,Berawan,55-75,24-33,15
4513,Jakarta Pusat,Siang,Berawan,55-75,24-33,2
4514,Kepulauan Seribu,Siang,Cerah Berawan,55-75,24-33,0
4515,Jakarta Selatan,Siang,Berawan,55-75,24-33,25
4516,Jakarta Barat,Siang,Berawan,55-75,24-33,17
4517,Jakarta Timur,Siang,Berawan,55-75,24-33,23
4518,Jakarta Utara,Pagi,Cerah Berawan,55-75,24-33,15
4519,Jakarta Pusat,Pagi,Cerah Berawan,55-75,24-33,2
4520,Kepulauan Seribu,Pagi,Cerah Berawan,55-75,24-33,0
4521,Jakarta Selatan,Pagi,Cerah Berawan,55-75,24-33,25
4522,Jakarta Barat,Pagi,Cerah Berawan,55-75,24-33,17
4523,Jakarta Timur,Pagi,Cerah Berawan,55-75,24-33,23
4524,Jakarta Selatan,Malam,Berawan,55-75,24-33,25
4525,Kepulauan Seribu,Malam,Berawan,55-75,24-33,0
4526,Jakarta Pusat,Malam,Berawan,55-75,24-33,2
4527,Jakarta Utara,Malam,Berawan,55-75,24-33,15
4528,Jakarta Timur,Dini Hari,Cerah,55-75,24-33,23
4529,Jakarta Utara,Dini Hari,Cerah,55-75,24-33,15
4530,Jakarta Selatan,Dini Hari,Cerah,55-75,24-33,25
4531,Kepulauan Seribu,Dini Hari,Cerah,55-75,24-33,0
4532,Jakarta Pusat,Dini Hari,Cerah,55-75,24-33,2
4533,Jakarta Barat,Malam,Cerah Berawan,55-75,24-33,17
4534,Jakarta Barat,Dini Hari,Cerah,55-75,24-33,17
4535,Jakarta Timur,Malam,Berawan,55-75,24-33,23
4536,Jakarta Utara,Siang,Berawan,55-75,24-33,15
4537,Jakarta Pusat,Siang,Berawan,55-75,24-33,2
4538,Kepulauan Seribu,Siang,Cerah Berawan,55-75,24-33,0
4539,Jakarta Selatan,Siang,Berawan,55-75,24-33,25
4540,Jakarta Barat,Siang,Berawan,55-75,24-33,17
4541,Jakarta Timur,Siang,Berawan,55-75,24-33,23
4542,Jakarta Utara,Pagi,Cerah Berawan,55-75,24-33,15
4543,Jakarta Pusat,Pagi,Cerah Berawan,55-75,24-33,2
4544,Kepulauan Seribu,Pagi,Cerah Berawan,55-75,24-33,0
4545,Jakarta Selatan,Pagi,Cerah Berawan,55-75,24-33,25
4546,Jakarta Barat,Pagi,Cerah Berawan,55-75,24-33,17
4547,Jakarta Timur,Pagi,Cerah Berawan,55-75,24-33,23
4548,Jakarta Selatan,Malam,Hujan Lokal,60-90,25-32,25
4549,Kepulauan Seribu,Malam,Hujan Petir,60-90,25-32,0
4550,Jakarta Pusat,Malam,Hujan Lokal,60-90,25-32,2
4551,Jakarta Utara,Malam,Hujan Lokal,60-90,25-32,15
4552,Jakarta Timur,Dini Hari,Cerah,60-90,25-32,23
4553,Jakarta Utara,Dini Hari,Cerah,60-90,25-32,15
4554,Jakarta Selatan,Dini Hari,Cerah,60-90,25-32,25
4555,Kepulauan Seribu,Dini Hari,Cerah,60-90,25-32,0
4556,Jakarta Pusat,Dini Hari,Cerah,60-90,25-32,2
4557,Jakarta Barat,Malam,Hujan Lokal,60-90,25-32,17
4558,Jakarta Barat,Dini Hari,Cerah,60-90,25-32,17
4559,Jakarta Timur,Malam,Hujan Lokal,60-90,25-32,23
4560,Jakarta Utara,Siang,Hujan Lokal,60-90,25-32,15
4561,Jakarta Pusat,Siang,Hujan Lokal,60-90,25-32,2
4562,Jakarta Barat,Pagi,Berawan Tebal,60-90,25-32,17
4563,Jakarta Selatan,Pagi,Berawan Tebal,60-90,25-32,25
4564,Kepulauan Seribu,Pagi,Berawan,60-90,25-32,0
4565,Jakarta Pusat,Pagi,Berawan Tebal,60-90,25-32,2
4566,Jakarta Timur,Pagi,Berawan Tebal,60-90,25-32,23
4567,Jakarta Timur,Siang,Hujan Lokal,60-90,25-32,23
4568,Jakarta Barat,Siang,Hujan Lokal,60-90,25-32,17
4569,Jakarta Selatan,Siang,Hujan Lokal,60-90,25-32,25
4570,Kepulauan Seribu,Siang,Hujan Lokal,60-90,25-32,0
4571,Jakarta Utara,Pagi,Berawan Tebal,60-90,25-32,15
4572,Jakarta Barat,Malam,Berawan,55-85,23-33,17
4573,Jakarta Pusat,Dini Hari,Berawan Tebal,55-85,23-33,2
4574,Kepulauan Seribu,Dini Hari,Hujan Lokal,55-85,23-33,0
4575,Jakarta Selatan,Dini Hari,Berawan Tebal,55-85,23-33,25
4576,Jakarta Barat,Dini Hari,Berawan Tebal,55-85,23-33,17
4577,Jakarta Timur,Dini Hari,Berawan Tebal,55-85,23-33,23
4578,Jakarta Utara,Malam,Cerah Berawan,55-85,23-33,15
4579,Jakarta Pusat,Malam,Cerah Berawan,55-85,23-33,2
4580,Kepulauan Seribu,Malam,Cerah Berawan,55-85,23-33,0
4581,Jakarta Selatan,Malam,Cerah Berawan,55-85,23-33,25
4582,Jakarta Timur,Malam,Cerah Berawan,55-85,23-33,23
4583,Jakarta Utara,Dini Hari,Berawan Tebal,55-85,23-33,15
4584,Jakarta Pusat,Siang,Cerah Berawan,55-85,23-33,2
4585,Jakarta Timur,Pagi,Cerah Berawan,55-85,23-33,23
4586,Jakarta Barat,Pagi,Cerah Berawan,55-85,23-33,17
4587,Jakarta Selatan,Pagi,Cerah Berawan,55-85,23-33,25
4588,Kepulauan Seribu,Pagi,Cerah Berawan,55-85,23-33,0
4589,Jakarta Pusat,Pagi,Cerah Berawan,55-85,23-33,2
4590,Jakarta Utara,Siang,Cerah Berawan,55-85,23-33,15
4591,Jakarta Timur,Siang,Hujan Lokal,55-85,23-33,23
4592,Jakarta Barat,Siang,Hujan Lokal,55-85,23-33,17
4593,Jakarta Selatan,Siang,Hujan Lokal,55-85,23-33,25
4594,Kepulauan Seribu,Siang,Cerah Berawan,55-85,23-33,0
4595,Jakarta Utara,Pagi,Cerah Berawan,55-85,23-33,15
4596,Jakarta Selatan,Malam,Cerah Berawan,55-90,23-33,25
4597,Kepulauan Seribu,Malam,Cerah Berawan,55-90,23-33,0
4598,Jakarta Pusat,Malam,Cerah Berawan,55-90,23-33,2
4599,Jakarta Utara,Malam,Cerah Berawan,55-90,23-33,15
4600,Jakarta Timur,Dini Hari,Cerah Berawan,55-90,23-33,23
4601,Jakarta Selatan,Dini Hari,Cerah Berawan,55-90,23-33,25
4602,Kepulauan Seribu,Dini Hari,Cerah Berawan,55-90,23-33,0
4603,Jakarta Pusat,Dini Hari,Cerah Berawan,55-90,23-33,2
4604,Jakarta Utara,Dini Hari,Cerah Berawan,55-90,23-33,15
4605,Jakarta Barat,Malam,Berawan,55-90,23-33,17
4606,Jakarta Barat,Dini Hari,Cerah Berawan,55-90,23-33,17
4607,Jakarta Timur,Malam,Cerah Berawan,55-90,23-33,23
4608,Jakarta Utara,Siang,Cerah Berawan,55-90,23-33,15
4609,Jakarta Pusat,Siang,Cerah Berawan,55-90,23-33,2
4610,Jakarta Barat,Pagi,Cerah Berawan,55-90,23-33,17
4611,Jakarta Selatan,Pagi,Cerah Berawan,55-90,23-33,25
4612,Kepulauan Seribu,Pagi,Cerah Berawan,55-90,23-33,0
4613,Jakarta Pusat,Pagi,Cerah Berawan,55-90,23-33,2
4614,Jakarta Timur,Pagi,Cerah Berawan,55-90,23-33,23
4615,Jakarta Timur,Siang,Berawan,55-90,23-33,23
4616,Jakarta Barat,Siang,Berawan,55-90,23-33,17
4617,Jakarta Selatan,Siang,Berawan,55-90,23-33,25
4618,Kepulauan Seribu,Siang,Cerah,55-90,23-33,0
4619,Jakarta Utara,Pagi,Cerah Berawan,55-90,23-33,15
4620,Jakarta Barat,Malam,Cerah Berawan,50-92,23-33,17
4621,Jakarta Pusat,Dini Hari,Cerah Berawan,50-92,23-33,2
4622,Kepulauan Seribu,Dini Hari,Cerah Berawan,50-92,23-33,0
4623,Jakarta Selatan,Dini Hari,Cerah Berawan,50-92,23-33,25
4624,Jakarta Barat,Dini Hari,Cerah Berawan,50-92,23-33,17
4625,Jakarta Timur,Dini Hari,Berawan Tebal,50-92,23-33,23
4626,Jakarta Utara,Malam,Cerah Berawan,50-92,23-33,15
4627,Jakarta Pusat,Malam,Cerah Berawan,50-92,23-33,2
4628,Kepulauan Seribu,Malam,Cerah Berawan,50-92,23-33,0
4629,Jakarta Selatan,Malam,Cerah Berawan,50-92,23-33,25
4630,Jakarta Timur,Malam,Cerah Berawan,50-92,23-33,23
4631,Jakarta Utara,Dini Hari,Cerah Berawan,50-92,23-33,15
4632,Jakarta Pusat,Siang,Cerah Berawan,50-92,23-33,2
4633,Jakarta Timur,Pagi,Cerah Berawan,50-92,23-33,23
4634,Jakarta Barat,Pagi,Cerah Berawan,50-92,23-33,17
4635,Jakarta Selatan,Pagi,Berawan,50-92,23-33,25
4636,Kepulauan Seribu,Pagi,Cerah Berawan,50-92,23-33,0
4637,Jakarta Pusat,Pagi,Cerah Berawan,50-92,23-33,2
4638,Jakarta Utara,Siang,Cerah Berawan,50-92,23-33,15
4639,Jakarta Timur,Siang,Hujan Lokal,50-92,23-33,23
4640,Jakarta Barat,Siang,Cerah Berawan,50-92,23-33,17
4641,Jakarta Selatan,Siang,Cerah Berawan,50-92,23-33,25
4642,Kepulauan Seribu,Siang,Cerah,50-92,23-33,0
4643,Jakarta Utara,Pagi,Cerah Berawan,50-92,23-33,15
4644,Jakarta Barat,Malam,Cerah Berawan,55-80,26-33,17
4645,Jakarta Pusat,Dini Hari,Cerah Berawan,55-80,26-33,2
